ticker,date,pivot,label,gap_pct
037760_쎄니트_KOSDAQ,2021-06-15,2165.0,1,0.0
037760_쎄니트_KOSDAQ,2025-08-26,1760.0,0,0.0
037760_쎄니트_KOSDAQ,2025-09-16,1766.0,0,0.0
001200_유진투자증권_KOSPI,2021-05-27,4950.0,0,0.0061
001200_유진투자증권_KOSPI,2023-06-30,3750.0,0,0.0
001200_유진투자증권_KOSPI,2023-07-31,4420.0,0,0.0
001200_유진투자증권_KOSPI,2023-09-01,4465.0,0,0.0
001200_유진투자증권_KOSPI,2024-06-20,4725.0,1,0.0
018250_애경산업_KOSPI,2021-05-27,27550.0,0,0.0
018250_애경산업_KOSPI,2023-04-10,21700.0,0,0.0
018250_애경산업_KOSPI,2023-05-10,23700.0,0,0.0
018250_애경산업_KOSPI,2023-06-29,25150.0,0,0.0
241820_피씨엘_KOSDAQ,2021-04-16,353180.0,1,0.0
241820_피씨엘_KOSDAQ,2021-04-26,366280.0,1,0.0
000440_중앙에너비스_KOSDAQ,2021-05-04,15600.0,0,0.0
000440_중앙에너비스_KOSDAQ,2021-05-10,15600.0,1,0.0
000440_중앙에너비스_KOSDAQ,2021-06-03,22100.0,0,0.0
000440_중앙에너비스_KOSDAQ,2022-03-24,43900.0,0,0.0
452430_사피엔반도체_KOSDAQ,2025-06-20,23900.0,1,0.0
452430_사피엔반도체_KOSDAQ,2025-07-16,29000.0,0,0.0
452430_사피엔반도체_KOSDAQ,2025-09-12,32400.0,0,0.0
048430_유라테크_KOSDAQ,2023-05-31,9580.0,1,0.0
189300_인텔리안테크_KOSDAQ,2021-02-02,83295.0,0,0.0
189300_인텔리안테크_KOSDAQ,2021-02-22,87459.0,0,0.0
189300_인텔리안테크_KOSDAQ,2021-10-05,76672.0,0,0.0
189300_인텔리안테크_KOSDAQ,2021-12-29,86159.0,0,0.0
189300_인텔리안테크_KOSDAQ,2023-03-17,86934.0,0,0.0
189300_인텔리안테크_KOSDAQ,2023-03-28,90903.0,0,0.0
000640_동아쏘시오홀딩스_KOSPI,2024-03-07,113656.0,0,0.0
000640_동아쏘시오홀딩스_KOSPI,2024-03-29,116473.0,0,0.0
003480_한진중공업홀딩스_KOSPI,2021-05-26,4900.0,1,0.0
003480_한진중공업홀딩스_KOSPI,2021-06-09,6170.0,0,0.0
003480_한진중공업홀딩스_KOSPI,2025-05-15,5330.0,0,0.0
003480_한진중공업홀딩스_KOSPI,2025-05-29,5540.0,0,0.0
003480_한진중공업홀딩스_KOSPI,2025-07-01,5670.0,0,0.0
003480_한진중공업홀딩스_KOSPI,2025-07-11,5710.0,0,0.0035
148150_세경하이테크_KOSDAQ,2024-04-17,10500.0,0,0.0
148150_세경하이테크_KOSDAQ,2024-05-14,10600.0,1,0.0
004560_현대비앤지스틸_KOSPI,2024-03-25,21950.0,0,0.0
004560_현대비앤지스틸_KOSPI,2024-03-28,21950.0,0,0.0
004560_현대비앤지스틸_KOSPI,2024-04-29,22400.0,0,0.0
004560_현대비앤지스틸_KOSPI,2024-05-28,22800.0,0,0.0
285490_노바텍_KOSDAQ,2021-04-23,43686.0,0,0.0
285490_노바텍_KOSDAQ,2023-06-23,38300.0,0,0.0
040610_SG&G_KOSDAQ,2021-01-07,1975.0,1,0.0
040610_SG&G_KOSDAQ,2025-06-30,1900.0,0,0.0
040610_SG&G_KOSDAQ,2025-07-10,1947.0,0,0.0
036010_아비코전자_KOSDAQ,2021-01-25,8810.0,0,0.0
036010_아비코전자_KOSDAQ,2021-08-05,8860.0,1,0.0
036010_아비코전자_KOSDAQ,2021-10-27,11350.0,0,0.0
036010_아비코전자_KOSDAQ,2022-05-13,12900.0,0,0.0
036010_아비코전자_KOSDAQ,2023-07-03,17940.0,0,0.0
036010_아비코전자_KOSDAQ,2023-07-14,19250.0,0,0.0
036010_아비코전자_KOSDAQ,2025-10-01,9130.0,0,0.0
059120_아진엑스텍_KOSDAQ,2021-01-20,6890.0,1,0.0
059120_아진엑스텍_KOSDAQ,2021-02-15,7170.0,0,0.0
059120_아진엑스텍_KOSDAQ,2021-06-22,8410.0,1,0.0
059120_아진엑스텍_KOSDAQ,2021-07-12,12950.0,0,0.0
059120_아진엑스텍_KOSDAQ,2021-08-05,13450.0,0,0.0
059120_아진엑스텍_KOSDAQ,2022-02-08,17000.0,0,0.0
014280_금강공업_KOSPI,2021-04-08,6190.0,0,0.0
014280_금강공업_KOSPI,2021-05-18,7260.0,1,0.0
014280_금강공업_KOSPI,2021-05-31,7970.0,0,0.0
014280_금강공업_KOSPI,2021-07-02,8780.0,1,0.0
014280_금강공업_KOSPI,2025-10-17,6280.0,1,0.0
013580_계룡건설_KOSPI,2021-01-21,34300.0,0,0.0
013580_계룡건설_KOSPI,2021-04-08,34450.0,0,0.0
013580_계룡건설_KOSPI,2021-04-27,36100.0,0,0.0
013580_계룡건설_KOSPI,2021-05-20,37400.0,0,0.0
013580_계룡건설_KOSPI,2021-06-03,37400.0,0,0.0
021320_KCC건설_KOSDAQ,2021-01-19,9750.0,0,0.0
021320_KCC건설_KOSDAQ,2021-04-08,9860.0,1,0.0
021320_KCC건설_KOSDAQ,2021-04-23,11500.0,0,0.0
021320_KCC건설_KOSDAQ,2021-08-05,11950.0,0,0.0
021320_KCC건설_KOSDAQ,2025-07-09,5840.0,0,0.0
032830_삼성생명_KOSPI,2021-01-11,84200.0,0,0.0
032830_삼성생명_KOSPI,2021-04-27,87400.0,0,0.0011
032830_삼성생명_KOSPI,2022-12-09,73400.0,0,0.0
032830_삼성생명_KOSPI,2022-12-21,74400.0,0,0.0
032830_삼성생명_KOSPI,2024-09-19,102000.0,0,0.0
032830_삼성생명_KOSPI,2024-10-22,103100.0,0,0.0
032830_삼성생명_KOSPI,2024-11-01,103300.0,0,0.0
032830_삼성생명_KOSPI,2025-10-14,167900.0,0,0.0
011930_신성이엔지_KOSPI,2023-08-02,3035.0,0,0.0
011930_신성이엔지_KOSPI,2025-09-23,1885.0,0,0.0
011930_신성이엔지_KOSPI,2025-10-28,1985.0,0,0.0
047920_HLB제약_KOSDAQ,2021-08-30,29500.0,0,0.0
047920_HLB제약_KOSDAQ,2024-03-08,22500.0,1,0.0
027580_상보_KOSDAQ,2021-06-22,2360.0,0,0.0
038880_아이에이_KOSDAQ,2021-01-08,1175.0,1,0.0
038880_아이에이_KOSDAQ,2021-01-26,1375.0,1,0.0
038880_아이에이_KOSDAQ,2021-02-16,1980.0,0,0.0
054940_엑사이엔씨_KOSDAQ,2021-04-13,1730.0,1,0.0
054940_엑사이엔씨_KOSDAQ,2021-07-05,2410.0,0,0.0
010040_한국내화_KOSPI,2021-04-30,5250.0,0,0.0
010040_한국내화_KOSPI,2021-06-18,5340.0,0,0.0
010040_한국내화_KOSPI,2021-07-06,5440.0,0,0.0
044780_에이치케이_KOSDAQ,2021-03-26,1885.0,0,0.0
044780_에이치케이_KOSDAQ,2021-04-30,2105.0,0,0.0
044780_에이치케이_KOSDAQ,2021-07-01,2495.0,0,0.0
044780_에이치케이_KOSDAQ,2025-09-15,1485.0,0,0.0
036580_팜스코_KOSPI,2025-06-30,2800.0,0,0.0
097870_효성오앤비_KOSDAQ,2021-04-12,9190.0,1,0.0
198080_캐프_KOSDAQ,2021-07-01,4755.0,0,0.0
198080_캐프_KOSDAQ,2024-05-30,3200.0,0,0.0
208140_정다운_KOSDAQ,2021-01-06,3486.0,0,0.0
208140_정다운_KOSDAQ,2021-06-17,4300.0,0,0.0
208140_정다운_KOSDAQ,2023-06-07,2605.0,0,0.0
208140_정다운_KOSDAQ,2023-08-22,2655.0,0,0.0
208140_정다운_KOSDAQ,2024-02-15,3120.0,0,0.0
208140_정다운_KOSDAQ,2024-03-25,3125.0,0,0.0
208140_정다운_KOSDAQ,2024-04-25,3135.0,0,0.0
032190_다우데이타_KOSDAQ,2022-12-28,32600.0,1,0.0
032190_다우데이타_KOSDAQ,2025-06-17,18060.0,0,0.0138
032190_다우데이타_KOSDAQ,2025-07-01,18420.0,0,0.0
053300_한국정보인증_KOSDAQ,2025-06-04,6410.0,1,0.0
005820_원림_KOSPI,2021-02-26,20750.0,0,0.0
005820_원림_KOSPI,2021-04-05,24700.0,0,0.0
005820_원림_KOSPI,2021-05-12,26950.0,0,0.0204
005820_원림_KOSPI,2021-05-31,27500.0,0,0.0
005820_원림_KOSPI,2021-07-16,28350.0,0,0.0
005820_원림_KOSPI,2022-07-22,26500.0,0,0.0
005820_원림_KOSPI,2022-08-08,26900.0,0,0.0
005820_원림_KOSPI,2022-08-25,27000.0,0,0.0
100220_비상교육_KOSPI,2021-06-14,11650.0,1,0.0
100220_비상교육_KOSPI,2021-06-29,14800.0,0,0.0
100220_비상교육_KOSPI,2025-05-15,6660.0,0,0.0
337930_젝시믹스_KOSDAQ,2021-09-10,12000.0,0,0.0167
337930_젝시믹스_KOSDAQ,2024-01-26,7500.0,0,0.0
337930_젝시믹스_KOSDAQ,2024-07-08,7750.0,0,0.0
337930_젝시믹스_KOSDAQ,2024-08-08,9140.0,1,0.0
337930_젝시믹스_KOSDAQ,2024-09-30,12280.0,0,0.0
046390_삼화네트웍스_KOSDAQ,2021-01-20,2530.0,1,0.0
046390_삼화네트웍스_KOSDAQ,2021-03-10,5210.0,0,0.0
046390_삼화네트웍스_KOSDAQ,2021-03-22,5430.0,0,0.0
046390_삼화네트웍스_KOSDAQ,2021-03-31,5600.0,0,0.0
046390_삼화네트웍스_KOSDAQ,2022-03-30,4665.0,1,0.0
009450_경동나비엔_KOSPI,2021-07-29,74200.0,0,0.0
009450_경동나비엔_KOSPI,2023-07-24,54900.0,0,0.0
009450_경동나비엔_KOSPI,2024-10-10,75700.0,1,0.0
009450_경동나비엔_KOSPI,2024-11-12,94100.0,0,0.0
009450_경동나비엔_KOSPI,2025-01-06,94300.0,0,0.0
083450_GST_KOSDAQ,2021-07-16,14457.0,0,0.0
083450_GST_KOSDAQ,2023-06-13,14507.0,0,0.0
083450_GST_KOSDAQ,2023-06-29,14783.0,0,0.0
083450_GST_KOSDAQ,2023-07-17,15335.0,0,0.0
083450_GST_KOSDAQ,2025-10-02,23900.0,1,0.0126
083450_GST_KOSDAQ,2025-11-03,26850.0,0,0.0
008260_NI스틸_KOSPI,2021-01-22,3450.0,0,0.0
008260_NI스틸_KOSPI,2021-02-17,3480.0,0,0.0
008260_NI스틸_KOSPI,2021-04-05,3775.0,1,0.0
008260_NI스틸_KOSPI,2021-04-27,4280.0,1,0.0
008260_NI스틸_KOSPI,2023-04-06,6650.0,0,0.0
008260_NI스틸_KOSPI,2023-06-19,7580.0,0,0.0
051360_토비스_KOSDAQ,2021-05-31,9000.0,0,0.0
051360_토비스_KOSDAQ,2023-04-18,12280.0,0,0.0
051360_토비스_KOSDAQ,2023-07-06,14840.0,0,0.0
051360_토비스_KOSDAQ,2023-08-03,15040.0,1,0.0
187220_디티앤씨_KOSDAQ,2023-12-26,7120.0,0,0.0
001570_금양_KOSPI,2022-08-10,10050.0,1,0.0
001570_금양_KOSPI,2022-08-29,11750.0,1,0.0
001570_금양_KOSPI,2022-10-28,21600.0,1,0.0
001570_금양_KOSPI,2023-03-21,55400.0,1,0.0
001570_금양_KOSPI,2023-04-04,82500.0,0,0.0
241710_코스메카코리아_KOSDAQ,2021-03-23,15300.0,0,0.0
241710_코스메카코리아_KOSDAQ,2021-05-11,17850.0,0,0.0
241710_코스메카코리아_KOSDAQ,2023-06-16,18600.0,1,0.0
241710_코스메카코리아_KOSDAQ,2023-07-18,27850.0,0,0.0
241710_코스메카코리아_KOSDAQ,2023-07-25,27850.0,0,0.0
241710_코스메카코리아_KOSDAQ,2023-11-02,38950.0,0,0.0
241710_코스메카코리아_KOSDAQ,2024-01-08,41100.0,0,0.0
241710_코스메카코리아_KOSDAQ,2024-07-22,87800.0,0,0.0
241710_코스메카코리아_KOSDAQ,2025-11-07,75800.0,0,0.0
030530_원익홀딩스_KOSDAQ,2021-01-15,6860.0,0,0.0
030530_원익홀딩스_KOSDAQ,2021-04-26,7390.0,0,0.0
030530_원익홀딩스_KOSDAQ,2025-05-19,5190.0,1,0.0
030530_원익홀딩스_KOSDAQ,2025-06-04,5950.0,0,0.0
030530_원익홀딩스_KOSDAQ,2025-07-01,6250.0,0,0.0
030530_원익홀딩스_KOSDAQ,2025-08-04,6510.0,0,0.0
030530_원익홀딩스_KOSDAQ,2025-09-24,13000.0,1,0.0
030530_원익홀딩스_KOSDAQ,2025-10-10,15140.0,1,0.0053
196700_웹스_KOSDAQ,2021-04-12,2140.0,1,0.0
196700_웹스_KOSDAQ,2021-05-20,2620.0,1,0.0
196700_웹스_KOSDAQ,2021-06-02,3150.0,1,0.0
000660_SK하이닉스_KOSPI,2021-02-23,140000.0,0,0.0
000660_SK하이닉스_KOSPI,2023-07-27,121100.0,0,0.0
000660_SK하이닉스_KOSPI,2023-12-04,134400.0,0,0.0
000660_SK하이닉스_KOSPI,2023-12-14,134600.0,0,0.0
000660_SK하이닉스_KOSPI,2024-01-22,143700.0,0,0.0104
000660_SK하이닉스_KOSPI,2024-02-13,145400.0,1,0.0096
000660_SK하이닉스_KOSPI,2024-03-26,174900.0,0,0.0
000660_SK하이닉스_KOSPI,2024-04-12,190500.0,0,0.0
000660_SK하이닉스_KOSPI,2024-05-16,191400.0,0,0.0
000660_SK하이닉스_KOSPI,2024-06-11,210000.0,0,0.0
000660_SK하이닉스_KOSPI,2024-07-11,243000.0,0,0.0
000660_SK하이닉스_KOSPI,2025-06-05,227000.0,1,0.0
000660_SK하이닉스_KOSPI,2025-07-11,298500.0,0,0.0034
214420_토니모리_KOSPI,2023-06-21,5600.0,0,0.0
214420_토니모리_KOSPI,2024-04-30,8420.0,1,0.0
214420_토니모리_KOSPI,2024-05-29,11000.0,1,0.0
282330_BGF리테일_KOSPI,2021-06-01,185000.0,0,0.0
036030_케이티알파_KOSDAQ,2025-09-22,5520.0,0,0.0
216050_인크로스_KOSDAQ,2021-03-25,37751.0,0,0.0
001550_조비_KOSPI,2021-06-18,25200.0,0,0.0
042670_HD현대인프라코어_KOSPI,2021-05-28,10196.0,1,0.0
042670_HD현대인프라코어_KOSPI,2021-07-21,14724.0,0,0.0
042670_HD현대인프라코어_KOSPI,2023-04-26,9630.0,0,0.0
042670_HD현대인프라코어_KOSPI,2023-06-05,10900.0,0,0.0
042670_HD현대인프라코어_KOSPI,2023-07-25,12490.0,0,0.0
042670_HD현대인프라코어_KOSPI,2025-06-10,10210.0,1,0.0
042670_HD현대인프라코어_KOSPI,2025-07-24,13570.0,1,0.0383
015260_에이엔피_KOSPI,2021-07-16,1885.0,1,0.0
015260_에이엔피_KOSPI,2021-08-12,2480.0,0,0.0
015260_에이엔피_KOSPI,2022-03-29,2730.0,0,0.0
017550_수산세보틱스_KOSPI,2021-01-18,3990.0,1,0.0
017550_수산세보틱스_KOSPI,2021-04-05,5670.0,1,0.0
321550_티움바이오_KOSDAQ,2025-11-04,7260.0,1,0.0
076080_웰크론한텍_KOSDAQ,2021-01-08,4680.0,0,0.0
076080_웰크론한텍_KOSDAQ,2021-07-02,5120.0,0,0.0
076080_웰크론한텍_KOSDAQ,2021-09-14,5200.0,0,0.0
076080_웰크론한텍_KOSDAQ,2022-11-21,4960.0,1,0.0
076080_웰크론한텍_KOSDAQ,2025-09-01,2050.0,0,0.0
023160_태광_KOSDAQ,2021-07-15,12800.0,0,0.0
023160_태광_KOSDAQ,2023-05-09,19200.0,0,0.0052
023160_태광_KOSDAQ,2023-08-08,21800.0,0,0.0
023160_태광_KOSDAQ,2024-12-19,17920.0,1,0.0
023160_태광_KOSDAQ,2025-01-10,19170.0,1,0.0
023160_태광_KOSDAQ,2025-02-27,24250.0,0,0.0
023160_태광_KOSDAQ,2025-09-01,26450.0,1,0.0
303360_프로티아_KOSDAQ,2025-07-18,3550.0,1,0.0
303360_프로티아_KOSDAQ,2025-08-21,4360.0,1,0.0
064290_인텍플러스_KOSDAQ,2021-01-20,16850.0,1,0.0
064290_인텍플러스_KOSDAQ,2021-02-15,23300.0,0,0.0
064290_인텍플러스_KOSDAQ,2021-04-05,26700.0,0,0.0
064290_인텍플러스_KOSDAQ,2023-06-13,23050.0,1,0.0
064290_인텍플러스_KOSDAQ,2023-06-29,28000.0,1,0.0
064290_인텍플러스_KOSDAQ,2023-07-28,48150.0,0,0.0
900140_엘브이엠씨홀딩스_KOSPI,2024-01-23,2950.0,0,0.0
128660_피제이메탈_KOSDAQ,2021-03-12,2600.0,0,0.0
128660_피제이메탈_KOSDAQ,2021-04-09,2760.0,1,0.0
037710_광주신세계_KOSPI,2021-04-14,34900.0,0,0.0
037710_광주신세계_KOSPI,2021-05-10,35500.0,1,0.0
024060_흥구석유_KOSDAQ,2024-06-04,19110.0,0,0.0
024060_흥구석유_KOSDAQ,2024-10-04,21900.0,0,0.0
068240_다원시스_KOSDAQ,2021-11-11,33215.0,0,0.0
068240_다원시스_KOSDAQ,2021-11-22,33836.0,0,0.0
051390_YW_KOSDAQ,2021-02-24,4350.0,0,0.0
051390_YW_KOSDAQ,2021-03-19,4760.0,0,0.0
051390_YW_KOSDAQ,2023-06-01,3920.0,0,0.0
051390_YW_KOSDAQ,2023-06-29,4090.0,0,0.0
304100_솔트룩스_KOSDAQ,2023-02-23,30400.0,1,0.0312
304100_솔트룩스_KOSDAQ,2023-09-06,48750.0,0,0.0
304100_솔트룩스_KOSDAQ,2025-06-04,40750.0,1,0.0
086520_에코프로_KOSDAQ,2021-02-15,8527.0,0,0.006
086520_에코프로_KOSDAQ,2021-03-02,8695.0,0,0.0
086520_에코프로_KOSDAQ,2021-04-23,9161.0,0,0.0
086520_에코프로_KOSDAQ,2021-05-28,9679.0,0,0.0
086520_에코프로_KOSDAQ,2021-08-09,14182.0,1,0.0
086520_에코프로_KOSDAQ,2021-11-03,21957.0,1,0.0
086520_에코프로_KOSDAQ,2022-10-18,28490.0,0,0.0
086520_에코프로_KOSDAQ,2023-07-03,160887.0,1,0.0
000500_가온전선_KOSPI,2021-03-23,21788.0,0,0.0
000500_가온전선_KOSPI,2021-06-02,26081.0,1,0.0
000500_가온전선_KOSPI,2023-07-12,21131.0,0,0.0
000500_가온전선_KOSPI,2023-07-25,21704.0,0,0.0
000500_가온전선_KOSPI,2024-01-25,25000.0,0,0.0
000500_가온전선_KOSPI,2024-03-05,27850.0,0,0.0
000500_가온전선_KOSPI,2024-03-13,29450.0,0,0.0
000500_가온전선_KOSPI,2024-04-05,32000.0,1,0.0
000500_가온전선_KOSPI,2024-04-26,48150.0,1,0.0
000500_가온전선_KOSPI,2025-05-20,69600.0,1,0.0
206560_덱스터_KOSDAQ,2021-03-03,7450.0,0,0.0
206560_덱스터_KOSDAQ,2021-06-23,8710.0,1,0.0
206560_덱스터_KOSDAQ,2021-07-01,8920.0,1,0.0
206560_덱스터_KOSDAQ,2021-07-20,10300.0,1,0.0
206560_덱스터_KOSDAQ,2021-08-04,13550.0,0,0.0
206560_덱스터_KOSDAQ,2021-10-01,15600.0,1,0.0
206560_덱스터_KOSDAQ,2021-10-20,20300.0,1,0.0
206560_덱스터_KOSDAQ,2021-11-09,26000.0,1,0.0
394280_오픈엣지테크놀로지_KOSDAQ,2024-03-07,35800.0,0,0.0209
035290_골드앤에스_KOSDAQ,2023-02-06,7820.0,0,0.0
035290_골드앤에스_KOSDAQ,2023-02-22,8040.0,1,0.0
035290_골드앤에스_KOSDAQ,2023-03-08,8700.0,0,0.0
035290_골드앤에스_KOSDAQ,2023-04-21,10140.0,0,0.0
294140_레몬_KOSDAQ,2025-09-19,5680.0,1,0.0
294140_레몬_KOSDAQ,2025-10-13,6910.0,0,0.0
294140_레몬_KOSDAQ,2025-10-29,7700.0,0,0.0
003380_하림지주_KOSDAQ,2021-02-22,9330.0,0,0.0
003380_하림지주_KOSDAQ,2021-04-09,9860.0,1,0.0
003380_하림지주_KOSDAQ,2021-05-06,9950.0,1,0.0
003380_하림지주_KOSDAQ,2023-03-28,13480.0,1,0.0
003380_하림지주_KOSDAQ,2025-07-01,9990.0,0,0.0
248070_솔루엠_KOSPI,2023-06-13,28250.0,0,0.0
248070_솔루엠_KOSPI,2023-06-23,28900.0,0,0.0
248070_솔루엠_KOSPI,2023-07-17,30150.0,0,0.0
248070_솔루엠_KOSPI,2023-08-22,31350.0,0,0.0
084730_팅크웨어_KOSDAQ,2021-01-08,14500.0,1,0.0
084730_팅크웨어_KOSDAQ,2021-01-27,21200.0,0,0.0142
084730_팅크웨어_KOSDAQ,2021-12-22,21250.0,0,0.0
084730_팅크웨어_KOSDAQ,2024-01-08,17760.0,0,0.0
005740_크라운해태홀딩스_KOSPI,2021-04-29,13150.0,0,0.0
005740_크라운해태홀딩스_KOSPI,2024-06-10,6940.0,1,0.0
009190_대양금속_KOSPI,2021-06-07,5210.0,0,0.0
009190_대양금속_KOSPI,2021-07-09,6190.0,0,0.0
290670_대보마그네틱_KOSDAQ,2022-01-03,42850.0,1,0.0
290670_대보마그네틱_KOSDAQ,2022-09-16,67200.0,0,0.0
290670_대보마그네틱_KOSDAQ,2022-11-24,67800.0,1,0.0
078930_GS_KOSPI,2022-11-07,48600.0,0,0.0
078930_GS_KOSPI,2022-12-01,49100.0,0,0.0
234340_헥토파이낸셜_KOSDAQ,2021-01-12,22666.0,0,0.0
234340_헥토파이낸셜_KOSDAQ,2021-02-17,25238.0,0,0.0
