date,open,high,low,close,volume
2022-08-04,70000.0,91000.0,70000.0,72500.0,2784861
2022-08-05,75900.0,78400.0,70200.0,74000.0,1187138
2022-08-08,73000.0,73500.0,68100.0,68700.0,341034
2022-08-09,66500.0,70000.0,65100.0,69000.0,332054
2022-08-10,68400.0,89700.0,67400.0,89700.0,3309092
2022-08-11,93900.0,94500.0,87000.0,89800.0,1956738
2022-08-12,88900.0,91400.0,88300.0,90500.0,567405
2022-08-16,89500.0,97000.0,87300.0,87400.0,931900
2022-08-17,92300.0,103000.0,91000.0,93700.0,2345800
2022-08-18,91300.0,103900.0,90600.0,102800.0,1632583
2022-08-19,108000.0,111500.0,98000.0,102700.0,1305838
2022-08-22,100000.0,118500.0,99400.0,117200.0,1635947
2022-08-23,113800.0,133800.0,112000.0,123900.0,2253291
2022-08-24,122600.0,135500.0,121500.0,127100.0,1472945
2022-08-25,130200.0,139400.0,129500.0,132000.0,902275
2022-08-26,133500.0,134600.0,128600.0,128600.0,298185
2022-08-29,123800.0,146900.0,123000.0,143800.0,873104
2022-08-30,143800.0,184800.0,142300.0,173000.0,2209178
2022-08-31,173500.0,184600.0,163300.0,173000.0,992192
2022-09-01,180300.0,182800.0,173000.0,174200.0,587906
2022-09-02,173800.0,179400.0,169000.0,171700.0,490798
2022-09-05,172500.0,174400.0,151000.0,155900.0,1048683
2022-09-06,155200.0,163700.0,152100.0,162100.0,844129
2022-09-07,162100.0,169400.0,160400.0,160700.0,696010
2022-09-08,162000.0,174600.0,155400.0,156900.0,732131
2022-09-13,158000.0,163000.0,150500.0,152300.0,397655
2022-09-14,148500.0,159400.0,147300.0,154400.0,620411
2022-09-15,160400.0,168300.0,158500.0,165300.0,834713
2022-09-16,163800.0,164400.0,150500.0,150500.0,407998
2022-09-19,150500.0,153800.0,129200.0,129700.0,464436
2022-09-20,133300.0,133500.0,123200.0,126900.0,345613
2022-09-21,125600.0,128000.0,123900.0,128000.0,214189
2022-09-22,124000.0,141300.0,123700.0,138500.0,539766
2022-09-23,138900.0,143700.0,130200.0,132000.0,307927
2022-09-26,129300.0,130000.0,117700.0,118800.0,224676
2022-09-27,121500.0,135200.0,121000.0,135200.0,544636
2022-09-28,139000.0,147700.0,133100.0,138000.0,818779
2022-09-29,143000.0,143800.0,130000.0,130000.0,311915
2022-09-30,126500.0,133800.0,125100.0,127100.0,252546
2022-10-04,130200.0,137400.0,127900.0,137000.0,210816
2022-10-05,139600.0,142000.0,130000.0,131000.0,350365
2022-10-06,133400.0,142200.0,133200.0,142200.0,341630
2022-10-07,140100.0,143500.0,133800.0,135700.0,250341
2022-10-11,132000.0,132600.0,128900.0,130600.0,126089
2022-10-12,131500.0,134000.0,126300.0,132700.0,175230
2022-10-13,130600.0,137000.0,129400.0,137000.0,239949
2022-10-14,141100.0,144200.0,137600.0,138100.0,227965
2022-10-17,135000.0,139400.0,134700.0,137100.0,154738
2022-10-18,139500.0,140500.0,135200.0,136000.0,131818
2022-10-19,136800.0,138000.0,130500.0,130900.0,166693
2022-10-20,131900.0,132800.0,125900.0,126500.0,116808
2022-10-21,125600.0,128300.0,121800.0,121900.0,98294
2022-10-24,123500.0,124400.0,119000.0,120200.0,100492
2022-10-25,120200.0,123500.0,117100.0,119800.0,115683
2022-10-26,120800.0,121600.0,112900.0,113200.0,106841
2022-10-27,114200.0,114500.0,108800.0,113000.0,148109
2022-10-28,111100.0,124800.0,109600.0,119200.0,394743
2022-10-31,121000.0,127500.0,115400.0,125700.0,250378
2022-11-01,127800.0,129400.0,123200.0,123700.0,160579
2022-11-02,124000.0,126500.0,118600.0,119200.0,137773
2022-11-03,119100.0,122900.0,117800.0,120500.0,104452
2022-11-04,118000.0,119300.0,115500.0,115600.0,257952
2022-11-07,117000.0,117200.0,113600.0,115000.0,96476
2022-11-08,116600.0,116900.0,113100.0,115000.0,96680
2022-11-09,114700.0,117400.0,114200.0,115300.0,117266
2022-11-10,114400.0,115800.0,113000.0,113000.0,80376
2022-11-11,116200.0,116800.0,113000.0,115600.0,156747
2022-11-14,115600.0,116600.0,114200.0,114200.0,78519
2022-11-15,114200.0,115100.0,111100.0,111800.0,91027
2022-11-16,112700.0,112900.0,110800.0,111300.0,55282
2022-11-17,110700.0,110800.0,106900.0,107300.0,74927
2022-11-18,106600.0,110700.0,106300.0,106700.0,71265
2022-11-21,107200.0,111500.0,107200.0,108400.0,79154
2022-11-22,108500.0,109600.0,103800.0,103900.0,66022
2022-11-23,104100.0,104800.0,101000.0,102200.0,75097
2022-11-24,102900.0,107000.0,102600.0,102700.0,101314
2022-11-25,103300.0,103800.0,99900.0,100400.0,76809
2022-11-28,99900.0,101300.0,96900.0,96900.0,83942
2022-11-29,97400.0,104500.0,97200.0,102100.0,184924
2022-11-30,101100.0,102600.0,99200.0,102600.0,65765
2022-12-01,105300.0,105300.0,102100.0,102300.0,64390
2022-12-02,102300.0,104200.0,100300.0,101000.0,42503
2022-12-05,100100.0,101000.0,98000.0,98000.0,69198
2022-12-06,96800.0,97800.0,95000.0,95000.0,37946
2022-12-07,94000.0,97500.0,93200.0,94600.0,32603
2022-12-08,94300.0,101000.0,94300.0,98100.0,107351
2022-12-09,98100.0,99600.0,94900.0,95000.0,56063
2022-12-12,93300.0,94500.0,92000.0,92500.0,44101
2022-12-13,92000.0,97000.0,91700.0,92000.0,61878
2022-12-14,93000.0,95700.0,92700.0,94700.0,58843
2022-12-15,94000.0,100400.0,92800.0,96700.0,116342
2022-12-16,94800.0,95300.0,93300.0,93800.0,47038
2022-12-19,94200.0,94200.0,92100.0,92400.0,28584
2022-12-20,91000.0,91800.0,88000.0,88000.0,81912
2022-12-21,88700.0,89400.0,85900.0,86000.0,49531
2022-12-22,85900.0,87300.0,85300.0,86000.0,57294
2022-12-23,83300.0,84700.0,81300.0,81500.0,69596
2022-12-26,80700.0,82500.0,80000.0,80900.0,57005
2022-12-27,80900.0,82100.0,80000.0,81500.0,70340
2022-12-28,80300.0,80500.0,77600.0,77900.0,122945
2022-12-29,77900.0,78200.0,74800.0,76300.0,59361
2023-01-02,76400.0,79500.0,73500.0,73900.0,88488
2023-01-03,74100.0,76100.0,73000.0,76100.0,70140
2023-01-04,74500.0,77100.0,73800.0,76800.0,56458
2023-01-05,78100.0,79500.0,75100.0,75600.0,73558
2023-01-06,75000.0,79500.0,74600.0,78400.0,81036
2023-01-09,79000.0,81300.0,78000.0,81300.0,80464
2023-01-10,81800.0,83000.0,80200.0,80600.0,80589
2023-01-11,81500.0,82700.0,80000.0,82500.0,69915
2023-01-12,83600.0,87400.0,83200.0,85400.0,164705
2023-01-13,86000.0,86200.0,83700.0,84600.0,57826
2023-01-16,84800.0,84900.0,83600.0,83800.0,34706
2023-01-17,83500.0,84400.0,81200.0,82000.0,47153
2023-01-18,82500.0,82600.0,80100.0,80300.0,33667
2023-01-19,79400.0,80100.0,79000.0,79500.0,23429
2023-01-20,80400.0,82300.0,80300.0,82100.0,51670
2023-01-25,82600.0,84200.0,82500.0,83600.0,51776
2023-01-26,84200.0,93500.0,83700.0,89500.0,372114
2023-01-27,92300.0,92900.0,88100.0,88600.0,154759
2023-01-30,88700.0,91000.0,88700.0,90100.0,85842
2023-01-31,88900.0,90800.0,88700.0,89800.0,64163
2023-02-01,90200.0,91900.0,89800.0,91300.0,85285
2023-02-02,93400.0,103100.0,91300.0,100000.0,591737
2023-02-03,99800.0,101200.0,97000.0,99000.0,212955
2023-02-06,97600.0,101600.0,97600.0,98000.0,282844
2023-02-07,99600.0,101500.0,98200.0,99800.0,506585
2023-02-08,101900.0,102400.0,99400.0,100400.0,225806
2023-02-09,100300.0,103500.0,99100.0,101000.0,300861
2023-02-10,102300.0,103100.0,98500.0,99300.0,250038
2023-02-13,98800.0,100100.0,96700.0,97200.0,116410
2023-02-14,98200.0,98600.0,94200.0,95200.0,115192
2023-02-15,96000.0,100100.0,94500.0,95400.0,239614
2023-02-16,97700.0,104200.0,97600.0,103700.0,637470
2023-02-17,103500.0,118700.0,102000.0,110200.0,1174707
2023-02-20,111000.0,112000.0,106100.0,108100.0,294517
2023-02-21,108900.0,113000.0,106600.0,112900.0,306678
2023-02-22,110300.0,116900.0,107000.0,109600.0,461665
2023-02-23,111400.0,111500.0,104700.0,109000.0,247335
2023-02-24,111000.0,117500.0,111000.0,116100.0,582996
2023-02-27,117000.0,119000.0,114800.0,117800.0,372614
2023-02-28,119800.0,123100.0,114100.0,116400.0,430946
2023-03-02,118000.0,145300.0,117500.0,132500.0,2680055
2023-03-03,134800.0,134900.0,128500.0,133900.0,477324
2023-03-06,137300.0,137300.0,130300.0,136500.0,425415
2023-03-07,133700.0,135000.0,129400.0,129500.0,298758
2023-03-08,127100.0,136700.0,127000.0,132300.0,360081
2023-03-09,131900.0,133300.0,119700.0,123500.0,302161
2023-03-10,117500.0,121800.0,115900.0,116200.0,211447
2023-03-13,115900.0,118700.0,113000.0,118600.0,221284
2023-03-14,119400.0,123700.0,115500.0,116000.0,266271
2023-03-15,120100.0,123500.0,116500.0,118000.0,275494
2023-03-16,119600.0,119600.0,110600.0,113300.0,186590
2023-03-17,115300.0,115400.0,107500.0,108000.0,175526
2023-03-20,104100.0,110000.0,103500.0,109000.0,107166
2023-03-21,110500.0,114300.0,109200.0,112700.0,135027
2023-03-22,114600.0,117500.0,112900.0,114000.0,160342
2023-03-23,111900.0,119300.0,111500.0,113900.0,271324
2023-03-24,117300.0,117400.0,111800.0,114000.0,115211
2023-03-27,114700.0,123200.0,114700.0,119800.0,498627
2023-03-28,120800.0,121800.0,116800.0,119200.0,143203
2023-03-29,119500.0,120100.0,117200.0,118000.0,118092
2023-03-30,118000.0,119400.0,113200.0,113900.0,140225
2023-03-31,113000.0,113900.0,110200.0,110900.0,115798
2023-04-03,111000.0,117000.0,111000.0,116900.0,241054
2023-04-04,117000.0,119100.0,113500.0,114300.0,190832
2023-04-05,115300.0,115300.0,112300.0,115000.0,91611
2023-04-06,113400.0,116200.0,110500.0,110900.0,148518
2023-04-07,111700.0,114100.0,111600.0,113000.0,82137
2023-04-10,113000.0,113500.0,109100.0,110000.0,176881
2023-04-11,109900.0,111000.0,105100.0,108700.0,113912
2023-04-12,108800.0,112100.0,105800.0,105800.0,120102
2023-04-13,104100.0,104500.0,100400.0,103000.0,76727
2023-04-14,104600.0,105000.0,102600.0,103100.0,60515
2023-04-17,103000.0,104000.0,100900.0,102100.0,68349
2023-04-18,101600.0,103200.0,99700.0,101100.0,84367
2023-04-19,100900.0,103800.0,100500.0,102600.0,62294
2023-04-20,101600.0,103700.0,99000.0,99100.0,77756
2023-04-21,98000.0,100500.0,96500.0,97000.0,57673
2023-04-24,95000.0,99800.0,94900.0,97700.0,61365
2023-04-25,97900.0,98800.0,91000.0,91900.0,88521
2023-04-26,90900.0,95800.0,90900.0,92000.0,68801
2023-04-27,91200.0,93200.0,89600.0,93100.0,45700
2023-04-28,94600.0,95000.0,89800.0,89800.0,61650
2023-05-02,89900.0,92100.0,89800.0,91000.0,41465
2023-05-03,90900.0,91800.0,89900.0,90000.0,25188
2023-05-04,90000.0,91700.0,89000.0,90500.0,32812
2023-05-08,91300.0,93900.0,90300.0,90300.0,47361
2023-05-09,90300.0,90700.0,88100.0,88600.0,29581
2023-05-10,88100.0,90000.0,87800.0,87900.0,19089
2023-05-11,88100.0,89800.0,86800.0,87700.0,24100
2023-05-12,87700.0,88000.0,86200.0,86200.0,32414
2023-05-15,85600.0,85800.0,83400.0,85600.0,37457
2023-05-16,85500.0,86600.0,82800.0,83700.0,42396
2023-05-17,84000.0,86900.0,83600.0,86800.0,53532
2023-05-18,87900.0,88200.0,85700.0,85900.0,32373
2023-05-19,86200.0,86900.0,84900.0,86300.0,26834
2023-05-22,86300.0,88400.0,85800.0,87300.0,39804
2023-05-23,87700.0,89700.0,87300.0,88000.0,58715
2023-05-24,88000.0,89100.0,87200.0,88000.0,29107
2023-05-25,88200.0,89300.0,86200.0,86300.0,34104
2023-05-26,86300.0,86900.0,84700.0,84700.0,27016
2023-05-30,85500.0,87300.0,85000.0,86500.0,25437
2023-05-31,86400.0,89400.0,86300.0,88500.0,41004
2023-06-01,89100.0,89600.0,87500.0,87500.0,32300
2023-06-02,88200.0,89900.0,87700.0,89900.0,34354
