date,open,high,low,close,volume
2015-01-02,6587.0,6594.0,6445.0,6562.0,21053
2015-01-05,6510.0,6559.0,6433.0,6436.0,34726
2015-01-06,6415.0,6430.0,6308.0,6327.0,37200
2015-01-07,6431.0,6438.0,6324.0,6428.0,19288
2015-01-08,6409.0,6544.0,6409.0,6470.0,16831
2015-01-09,6504.0,6690.0,6468.0,6671.0,75023
2015-01-12,6717.0,6825.0,6668.0,6778.0,76725
2015-01-13,6775.0,7023.0,6752.0,6920.0,118710
2015-01-14,6952.0,6967.0,6774.0,6892.0,45354
2015-01-15,6880.0,7067.0,6880.0,7063.0,80464
2015-01-16,7116.0,7167.0,6990.0,7056.0,62617
2015-01-19,7132.0,7524.0,7126.0,7385.0,136759
2015-01-20,7487.0,7487.0,7239.0,7420.0,79109
2015-01-21,7343.0,7380.0,7067.0,7134.0,137744
2015-01-22,7201.0,7307.0,7108.0,7169.0,61638
2015-01-23,7129.0,7272.0,7129.0,7169.0,35358
2015-01-26,7166.0,7274.0,7130.0,7206.0,38271
2015-01-27,7241.0,7241.0,7026.0,7071.0,58502
2015-01-28,7058.0,7130.0,6989.0,7091.0,39886
2015-01-29,7123.0,7521.0,7093.0,7348.0,129191
2015-01-30,7344.0,8416.0,7344.0,8277.0,927669
2015-02-02,8378.0,8485.0,7986.0,7990.0,278769
2015-02-03,8060.0,8454.0,7810.0,8384.0,404409
2015-02-04,8307.0,8593.0,8271.0,8311.0,337936
2015-02-05,8344.0,8522.0,8274.0,8419.0,120557
2015-02-06,9201.0,9629.0,8703.0,9098.0,1266934
2015-02-09,9201.0,10308.0,8915.0,9740.0,973110
2015-02-10,9844.0,10130.0,8915.0,9169.0,795542
2015-02-11,9343.0,9664.0,9094.0,9276.0,376352
2015-02-12,9486.0,9486.0,8703.0,8956.0,492288
2015-02-13,8952.0,10271.0,8629.0,10275.0,1921823
2015-02-16,10487.0,11808.0,9986.0,11810.0,3017836
2015-02-17,0.0,0.0,0.0,11810.0,0
2015-02-23,11413.0,13270.0,11413.0,12952.0,829878
2015-02-24,12663.0,12733.0,12342.0,12381.0,387662
2015-02-25,12768.0,12768.0,11448.0,11666.0,329433
2015-02-26,11449.0,11807.0,10808.0,11489.0,580861
2015-02-27,11487.0,12162.0,11378.0,11632.0,347728
2015-03-02,11413.0,11628.0,10878.0,10917.0,325215
2015-03-03,11235.0,11878.0,11128.0,11524.0,465796
2015-03-04,11699.0,13234.0,11593.0,12845.0,1224802
2015-03-05,12947.0,14267.0,12912.0,13736.0,1981330
2015-03-06,13877.0,14270.0,13163.0,13702.0,1181286
2015-03-09,14197.0,14769.0,13876.0,14344.0,924539
2015-03-10,14553.0,14587.0,13412.0,13879.0,684270
2015-03-11,13696.0,13803.0,12874.0,13165.0,701105
2015-03-12,13054.0,13518.0,12447.0,13201.0,714607
2015-03-13,13339.0,13519.0,13018.0,13094.0,426022
2015-03-16,13339.0,13625.0,13054.0,13416.0,325042
2015-03-17,13588.0,13697.0,13123.0,13201.0,248662
2015-03-18,13339.0,13554.0,12625.0,12666.0,349849
2015-03-19,12913.0,13341.0,12448.0,13344.0,342754
2015-03-20,13339.0,13625.0,12947.0,13201.0,384580
2015-03-23,13198.0,13377.0,12912.0,12952.0,181269
2015-03-24,12948.0,13162.0,12663.0,12774.0,181658
2015-03-25,12913.0,14626.0,12806.0,14629.0,1344795
2015-03-26,14195.0,14482.0,13305.0,13416.0,819850
2015-03-27,13270.0,13840.0,13125.0,13273.0,305618
2015-03-30,13377.0,13555.0,12770.0,12952.0,277327
2015-03-31,12982.0,13623.0,12910.0,13129.0,298522
2015-04-01,13125.0,13270.0,12842.0,13023.0,156677
2015-04-02,13021.0,13556.0,12913.0,13238.0,276873
2015-04-03,12628.0,13092.0,12594.0,12988.0,382000
2015-04-06,13122.0,13195.0,12695.0,12879.0,213701
2015-04-07,13198.0,14305.0,13162.0,13523.0,1115109
2015-04-08,13376.0,13626.0,13125.0,13486.0,363238
2015-04-09,13482.0,13804.0,13339.0,13416.0,238448
2015-04-10,14162.0,14377.0,13521.0,13523.0,587149
2015-04-13,13769.0,15447.0,13663.0,15272.0,2467734
2015-04-14,15342.0,16555.0,14733.0,15023.0,2950302
